"amphurEN","amphurTH","changwat","lat","long","pop","area","zip","province_id"
"Pom Prap Sattru Phai","ป้อมปราบศัตรูพ่าย","Krung Thep Maha Nakhon","13.75806","100.51306","72040","37307","10100","10"
"Samphanthawong","สัมพันธวงศ์","Krung Thep Maha Nakhon","13.73139","100.51417","35547","25104","10100","10"
"Khlong Toei","คลองเตย","Krung Thep Maha Nakhon","13.70806","100.58389","159527","12271.3","10110","10"
"Watthana","วัฒนา","Krung Thep Maha Nakhon","13.74222","100.58583","82582","6.572","10110","10"
"Bang Kho Laem","บางคอแหลม","Krung Thep Maha Nakhon","13.69333","100.50250","106499","9752","10120","10"
"Sathon","สาทร","Krung Thep Maha Nakhon","13.70806","100.52639","107159","11490","10120","10"
"Yan Nawa","ยานนาวา","Krung Thep Maha Nakhon","13.69694","100.54306","88986","5.341","10120","10"
"Phra Pradaeng","พระประแดง","Samut Prakan","13.65833","100.53389","207141","2822","10130","10"
"Rat Burana","ราษฎร์บูรณะ","Krung Thep Maha Nakhon","13.68222","100.50556","95041","6022","10140","10"
"Thung Khru","ทุ่งครุ","Krung Thep Maha Nakhon","13.633308","100.49572","104827","3410","10140","10"
"Bang Bon","บางบอน","Thung Saliam","18.694992","98.78977","93225","2683","10150","10"
"Bang Khun Thian","บางขุนเทียน","Krung Thep Maha Nakhon","13.66083","100.43583","161642","1339.34","10150","10"
"Chom Thong","จอมทอง","Krung Thep Maha Nakhon","13.677222","100.484722","167794","6389","10150","10"
"Bang Khae","บางแค","Krung Thep Maha Nakhon","13.69611","100.40944","193449","4352","10160","10"
"Nong Khaem","หนองแขม","Krung Thep Maha Nakhon","13.70472","100.34889","125545","3504","10160","10"
"Phasi Charoen","ภาษีเจริญ","Krung Thep Maha Nakhon","13.71472","100.43722","137473","7708","10160","10"
"Taling Chan","ตลิ่งชัน","Krung Thep Maha Nakhon","13.77694","100.45667","105.202","3536","10170","10"
"Thawi Watthana","ทวีวัฒนา","Krung Thep Maha Nakhon","13.776111","100.320833","61177","1218","10170","10"
"Phra Nakhon","พระนคร","Krung Thep Maha Nakhon","13.76444","100.49917","61374","11158.9","10200","10"
"Prawet","ประเวศ","Krung Thep Maha Nakhon","13.71694","100.69444","134189","2556","10200","10"
"Don Mueang","ดอนเมือง","Krung Thep Maha Nakhon","13.91361","100.58972","157989","4293","10210","10"
"Lak Si","หลักสี่","Krung Thep Maha Nakhon","13.88750","100.57889","117163","5130","10210","10"
"Bang Khen","บางเขน","Krung Thep Maha Nakhon","13.87389","100.59639","177062","4203","10220","10"
"Sai Mai","สายไหม","Krung Thep Maha Nakhon","13.91917","100.64583","161749","3625","10220","10"
"Khan Na Yao","คันนายาว","Krung Thep Maha Nakhon","13.873889","100.596389","88986","5341","10230","10"
"Bang Kapi","บางกะปิ","Krung Thep Maha Nakhon","13.76583","100.64778","147694","5178","10240","10"
"Bueng Kum","บึงกุ่ม","Krung Thep Maha Nakhon","13.78528","100.66917","138340","5690","10240","10"
"Saphan Sung","สะพานสูง","Krung Thep Maha Nakhon","13.77000","100.68472","81784","2908","10240","10"
"Suan Luang","สวนหลวง","Krung Thep Maha Nakhon","13.73028","100.65139","114940","4.854","10250","10"
"Bang Na","บางนา","Krung Thep Maha Nakhon","13.66722","100.64194","101737","5415","10260","10"
"Phra Khanong","พระโขนง","Krung Thep Maha Nakhon","13.70222","100.60167","98957","7075","10260","10"
"Mueang Samut Prakan","เมืองสมุทรปราการ","Samut Prakan","13.60056","100.59667","460141","2415","10270",9
"Phra Samut Chedi","พระสมุทรเจดีย์","Samut Prakan","13.56861","100.56167","100022","830.9","10290",9
"Dusit","ดุสิต","Krung Thep Maha Nakhon","13.77694","100.52056","175658","16416.6","10300","10"
"Huai Khwang","ห้วยขวาง","Krung Thep Maha Nakhon","13.77667","100.57944","90185","6012","10310","10"
"Lat Phrao","ลาดพร้าว","Krung Thep Maha Nakhon","13.80361","100.60750","119838","5574","10310","10"
"Wang Thonglang","วังทองหลาง","Krung Thep Maha Nakhon","18.694992","98.78977","114940","4.854","10310","10"
"Pathum Wan","ปทุมวัน","Krung Thep Maha Nakhon","13.73667","100.52333","97533","11654","10330","10"
"Din Daeng","ดินแดง","Krung Thep Maha Nakhon","13.76972","100.55278","186319","22180","10400","10"
"Phaya Thai","พญาไท","Krung Thep Maha Nakhon","13.78000","100.54278","90557","9.438","10400","10"
"Ratchathewi","ราชเทวี","Krung Thep Maha Nakhon","13.75889","100.53444","101892","14299","10400","10"
"Bang Rak","บางรัก","Krung Thep Maha Nakhon","13.73083","100.52417","60485","10926","10500","10"
"Khlong Sam Wa","คลองสามวา","Krung Thep Maha Nakhon","13.85972","100.70417","124476","1125","10510","10"
"Min Buri","มีนบุรี","Krung Thep Maha Nakhon","13.81389","100.74806","115212","1810","10510","10"
"Lat Krabang","ลาดกระบัง","Krung Thep Maha Nakhon","13.72333","100.78417","141789","1144.38","10520","10"
"Nong Chok","หนองจอก","Krung Thep Maha Nakhon","13.85556","100.86250","117385","497","10530","10"
"Bang Phli","บางพลี","Samut Prakan","13.60583","100.70611","212516","817.4","10540",9
"Bang Sao Thong","บางเสาธง","Samut Prakan","13.59500","100.83056","54843","477.8","10540",9
"Bang Bo","บางบ่อ","Samut Prakan","13.57417","100.83611","90226","368","10560",9
"Bangkok Yai","บางกอกใหญ่","Krung Thep Maha Nakhon","13.72278","100.47639","85075","13766","10600","10"
"Khlong San","คลองสาน","Krung Thep Maha Nakhon","13.73028","100.50972","108426","17918","10600","10"
"Thon Buri","ธนบุรี","Krung Thep Maha Nakhon","13.72500","100.48583","175768","20555","10600","10"
"Bangkok Noi","บางกอกน้อย","Krung Thep Maha Nakhon","13.76278","100.47806","152867","12798","10700","10"
"Bang Phlat","บางพลัด","Krung Thep Maha Nakhon","13.79389","100.50500","116271","10235","10700","10"
"Bang Sue","บางซื่อ","Krung Thep Maha Nakhon","13.80972","100.53722","180598","15704","10800","10"
"Chatuchak","จตุจักร","Krung Thep Maha Nakhon","13.82861","100.55972","176501","5363","10900","10"
"Mueang Nonthaburi","เมืองนนทบุรี","Nonthaburi","13.86222","100.51333","353923","4591.33","11000","11"
"Bang Bua Thong","บางบัวทอง","Nonthaburi","13.96861","100.40556","226741","1946.3","11110","11"
"Pak Kret","ปากเกร็ด","Nonthaburi","13.91250","100.49833","201399","2296.6","11120","11"
"Bang Kruai","บางกรวย","Nonthaburi","13.80500","100.47278","66200","1153","11130","11"
"Bang Yai","บางใหญ่","Nonthaburi","13.87667","100.40389","34953","363","11140","11"
"Sai Noi","ไทรน้อย","Nonthaburi","13.97889","100.31361","55000","295.7","11150","11"
"Mueang Pathum Thani","เมืองปทุมธานี","Pathum Thani","14.01972","100.53500","154412","1285","12000","12"
"Thanyaburi","ธัญบุรี","Pathum Thani","14.02111","100.73444","184597","1447","12110","12"
"Khlong Luang","คลองหลวง","Pathum Thani","14.06500","100.64611","150871","504.2","12120","12"
"Lat Lum Kaeo","ลาดหลุมแก้ว","Pathum Thani","14.03722","100.40472","52995","261","12140","12"
"Lam Luk Ka","ลำลูกกา","Pathum Thani","13.93250","100.74944","184316","619","12150","12"
"Sam Khok","สามโคก","Pathum Thani","14.06528","100.52250","48927","515","12160","12"
"Nong Suea","หนองเสือ","Pathum Thani","14.13500","100.82417","46565","112.6","12170","12"
"Phra Nakhon Si Ayutthaya","พระนครศรีอยุธยา","Ayutthaya","14.35222","100.57667","136467","1053.13","13000","13"
"Sena","เสนา","Ayutthaya","14.32722","100.40444","64436","313.4","13110","13"
"Phak Hai","ผักไห่","Ayutthaya","14.45833","100.37000","44436","235.1","13120","13"
"Tha Ruea","ท่าเรือ","Ayutthaya","14.55167","100.72750","48872","460.2","13130","13"
"Phachi","ภาชี","Ayutthaya","14.44917","100.72833","30481","291.7","13140","13"
"Maha Rat","มหาราช","Ayutthaya","14.53417","100.52694","23525","193.9","13150","13"
"Bang Pa-in","บางปะอิน","Ayutthaya","14.22750","100.57556","73630","321.4","13160","13"
"Wang Noi","วังน้อย","Ayutthaya","14.22667","100.71528","64130","259.3","13170","13"
"Uthai","อุทัย","Ayutthaya","14.36194","100.67028","39943","213.8","13210","13"
"Bang Pahan","บางปะหัน","Ayutthaya","14.46250","100.54472","38799","318.3","13220","13"
"Lat Bua Luang","ลาดบัวหลวง","Ayutthaya","14.16583","100.30750","36186","181.0","13230","13"
"Ban Phraek","บ้านแพรก","Ayutthaya","14.64778","100.58250","9250","236.6","13240","13"
"Bang Ban","บางบาล","Ayutthaya","14.37361","100.48556","34404","254.3","13250","13"
"Nakhon Luang","นครหลวง","Ayutthaya","14.46417","100.60556","35713","166.9","13260","13"
"Bang Sai","บางไท","Ayutthaya","14.212778","100.498333","19973","132.5","13270","13"
"Mueang Ang Thong","เมืองอ่างทอง","Ang Thong","14.58861","100.45333","55974","544.5","14000","14"
"Wiset Chai Chan","วิเศษชัยชาญ","Ang Thong","14.59444","100.33861","65298","290.6","14110","14"
"Pho Thong","โพธิ์ทอง","Ang Thong","14.66694","100.40806","53135","242.2","14120","14"
"Pa Mok","ป่าโมก","Ang Thong","14.49000","100.44806","28140","348.0","14130","14"
"Chaiyo","ไชโย","Ang Thong","14.64917","100.47861","22882","316.5","14140","14"
"Sawaeng Ha","แสวงหา","Ang Thong","14.75139","100.32472","34734","187.4","14150","14"
"Samko","สามโก้","Ang Thong","14.60556","100.24472","17589","202.4","14160","14"
"Mueang Lop Buri","เมืองลพบุรี","Lopburi","14.79806","100.65361","247842","438.2","15000","15"
"Ban Mi","บ้านหมี่","Lopburi","15.04472","100.53694","86064","146.9","15110","15"
"Khok Samrong","โคกสำโรง","Lopburi","15.06972","100.72389","86381","87.9","15120","15"
"Chai Badan","ชัยบาดาล","Lopburi","15.20611","101.13667","90224","70.7","15130","15"
"Tha Luang","ท่าหลวง","Lopburi","15.06833","101.10694","27996","52.0","15130","15"
"Phatthana Nikhom","พัฒนานิคม","Lopburi","14.85583","100.99000","61306","118.6","15140","15"
"Tha Wung","ท่าวุ้ง","Lopburi","14.81500","100.51167","50687","208.8","15150","15"
"Nong Muang","หนองม่วง","Lopburi","15.24722","100.65417","35257","79.1","15170","15"
"Lam Sonthi","ลำสนธิ","Lopburi","15.30167","101.36333","34480","77.1","15190","15"
"Sa Bot","สระโบสถ์","Lopburi","15.19528","100.84861","21279","698","15240","15"
"Khok Charoen","โคกเจริญ","Lopburi","15.38278","100.82250","24321","76.7","15250","15"
"Mueang Sing Buri","เมืองสิงห์บุรี","Singburi","14.88833","100.40472","58044","516.4","16000","16"
"In Buri","อินทร์บุรี","Singburi","15.00778","100.32694","57771","183.8","16110","16"
"Phrom Buri","พรหมบุรี","Singburi","14.79111","100.45361","24306","294.6","16120","16"
"Bang Rachan","บางระจัน","Singburi","14.89222","100.31722","37936","199.1","16130","16"
"Tha Chang","ท่าช้าง","Sing Buri","14.761667","100.39","16257","472","16140","16"
"Khai Bang Rachan","ค่ายบางระจัน","Singburi","14.80028","100.31083","28261","319.7","16150","16"
"Chai Nat","ชัยนาท","Chainat","15.187222","100.128333","14469","286.6","17000","17"
"Nong Mamong","หนองมะโมง","Chainat","15.27667","99.86667","19330","67.1","17100","17"
"Manorom","มโนรมย์","Chainat","15.30944","100.08389","33041","147.9","17110","17"
"Wat Sing","วัดสิงห์","Chainat","15.25528","100.03806","2632789","83.5","17120","17"
"Hankha","หันคา","Chainat","14.98111","100.01472","56394","106.5","17130","17"
"Noen Kham","เนินขาม","Chainat","14.96222","99.91167","17371","64.6","17130","17"
"Sankhaburi","สรรคบุรี","Chainat","15.04722","100.16167","67333","192.8","17140","17"
"Sapphaya","สรรพยา","Chainat","15.13750","100.24306","44553","195.2","17150","17"
"Chaloem Phra Kiat","เฉลิมพระเกียรติ","Saraburi","14.611389","100.908611","25616","170.1","18000","18"
"Mueang Saraburi","เมืองสระบุรี","Saraburi","14.52722","100.90972","106107","351.8","18000","18"
"Kaeng Khoi","แก่งคอย","Saraburi","14.58639","100.99778","88921","111.0","18110","18"
"Phra Phutthabat","พระพุทธบาท","Saraburi","14.72556","100.79528","70.354","245.1","18120","18"
"Ban Mo","บ้านหมอ","Saraburi","14.61556","100.72722","39489","194.0","18130","18"
"Nong Khae","หนองแค","Saraburi","14.33917","100.86167","88213","335.5","18140","18"
"Wihan Daeng","วิหารแดง","Saraburi","14.34639","100.98944","33883","165.7","18150","18"
"Sao Hai","เสาไห้","Saraburi","14.55028","100.85750","30292","270.9","18160","18"
"Nong Saeng","หนองแสง","Saraburi","14.492222","100.784444","14781","169.7","18170","18"
"Muak Lek","มวกเหล็ก","Saraburi","14.65556","101.19833","49572","72.8","18180","18"
"Nong Don","หนองโดน","Saraburi","14.68111","100.70833","13876","157.5","18190","18"
"Don Phut","ดอนพุด","Saraburi","14.59222","100.62833","6957","118.5","18210","18"
"Wang Muang","วังม่วง","Saraburi","14.84556","101.13444","17536","51.9","18220","18"
"Chon Buri","เมืองชลบุรี","Chonburi","13.361944","100.979167","245398","1072","20000","20"
"Si Racha","ศรีราชา","Chonburi","13.17444","100.93056","167896","272","20110","20"
"Ko Sichang","เกาะสีชัง","Chonburi","13.16333","100.80833","5038","291","20120","20"
"Phanat Nikhom","พนัสนิคม","Chonburi","13.45222","101.17722","116439","258.2","20140","20"
"Bang Lamung","บางละมุง","Chonburi","12.97667","100.91333","212568","1228.7","20150","20"
"Phan Thong","พานทอง","Chonburi","13.47056","101.09694","44859","259.3","20160","20"
"Ban Bueng","บ้านบึง","Chonburi","13.31139","101.11222","93401","144.5","20170","20"
"Sattahip","สัตหีบ","Chonburi","12.66306","100.90556","137599","412.7","20180","20"
"Nong Yai","หนองใหญ่","Chonburi","13.15667","101.36667","21984","55.3","20190","20"
"Ko Chan","เกาะจันทร์","Chonburi","13.41750","101.33444","34671","139.4","20240","20"
"Bo Thong","บ่อทอง","Chonburi","13.27861","101.44028","45547","58.3","20270","20"
"Mueang Rayong","เมืองระยอง","Rayong","12.66833","101.27500","229657","410.3","21000","21"
"Khao Chamao","เขาชะเมา","Rayong","12.97500","101.68500","22432","83.1","21110","21"
"Klaeng","แกลง","Rayong","12.77833","101.65333","126289","159.4","21110","21"
"Ban Khai","บ้านค่าย","Rayong","12.78361","101.29667","58914","120.3","21120","21"
"Ban Chang","บ้านฉาง","Rayong","12.72833","101.06639","49189","206.3","21130","21"
"Pluak Daeng","ปลวกแดง","Rayong","12.97222","101.21528","34878","146.9","21140","21"
"Nikhom Phatthana","นิคมพัฒนา","Rayong","12.83139","101.20806","32482","136.8","21180","21"
"Wang Chan","วังจันทร์","Rayong","12.93472","101.52028","24481","61.9","21210","21"
"Mueang Chanthaburi","เมืองจันทบุรี","Chanthaburi","12.61056","102.10417","119203","471.0","22000","22"
"Khlung","ขลุง","Chanthaburi","12.45472","102.22139","55044","72.8","22110","22"
"Tha Mai","ท่าใหม่","Chanthaburi","12.62083","102.01000","69403","112.1","22120","22"
"Laem Sing","แหลมสิงห์","Chanthaburi","12.48167","102.07361","30790","161.4","22130","22"
"Pong Nam Ron","โป่งน้ำร้อน","Chanthaburi","12.90583","102.26278","38115","41.1","22140","22"
"Makham","มะขาม","Chanthaburi","12.67361","102.19667","29479","61.4","22150","22"
"Kaeng Hang Maeo","แก่งหางแมว","Chanthaburi","13.00833","101.90500","36453","29.1","22160","22"
"Na Yai Am","นายายอาม","Chanthaburi","12.77000","101.85500","32108","107.0","22160","22"
"Soi Dao","สอยดาว","Chanthaburi","13.13722","102.21889","62340","85.0","22180","22"
"Khao Khitchakut","เขาคิชฌกูฏ","Chanthaburi","12.80444","102.11472","25940","31.2","22210","22"
"Ko Kut","เกาะกูด","Trat","11.65833","102.54222","2118","13.1","23000","23"
"Mueang Trat","เมืองตราด","Trat","12.23167","102.51333","89661","95.5","23000","23"
"Khlong Yai","คลองใหญ่","Trat","11.77667","102.88667","23981","477.7","23110","23"
"Laem Ngop","แหลมงอบ","Trat","12.17167","102.39333","17874","116.1","23120","23"
"Khao Saming","เขาสมิง","Trat","12.35333","102.43500","40499","59.6","23130","23"
"Bo Rai","บ่อไร่","Trat","12.57972","102.52500","39736","58.4","23140","23"
"Ko Chang","เกาะช้าง","Trat","12.10361","102.35194","5356","34.6","23170","23"
"Mueang Chachoengsao","เมืองฉะเชิงเทรา","Chachoengsao","13.68861","101.07083","141924","374.8","24000","24"
"Khlong Khuean","คลองเขื่อน","Chachoengsao","13.79139","101.16306","13490","105.9","24000","24"
"Bang Khla","บางคล้า","Chachoengsao","13.72806","101.20806","46539","204.2","24110","24"
"Phanom Sarakham","พนมสารคาม","Chachoengsao","13.74472","101.34722","79899","142.0","24120","24"
"Ratchasan","ราชสาส์น","Chachoengsao","13.78222","101.28167","12733","94.4","24120","24"
"Bang Pakong","บางปะกง","Chachoengsao","13.54278","100.99389","83040","360.9","24130","24"
"Ban Pho","บ้านโพธิ์","Chachoengsao","13.59972","101.07861","45477","209.0","24140","24"
"Bang Nam Priao","บางน้ำเปรี้ยว","Chachoengsao","13.84722","101.05333","83275","160.6","24150","24"
"Sanam Chai Khet","สนามชัยเขต","Chachoengsao","13.65833","101.43889","69281","41.6","24160","24"
"Tha Takiap","ท่าตะเกียบ","Chachoengsao","13.44472","101.61111","42742","40.5","24160","24"
"Plaeng Yao","แปลงยาว","Chachoengsao","13.58472","101.28417","36607","154.3","24190","24"
"Prachin Buri","ปราจีนบุรี","Prachinburi","14.050556","101.366667","106239","235.1","25000","25"
"Kabin Buri","กบินทร์บุรี","Prachinburi","13.94667","101.71333","134794","103.0","25110","25"
"Prachantakham","ประจันตคาม","Prachinburi","14.06472","101.51528","52570","58.2","25130","25"
"Si Maha Phot","ศรีมหาโพธิ","Prachinburi","13.98306","101.51306","58835","144.5","25140","25"
"Ban Sang","บ้านสร้าง","Prachinburi","13.99500","101.22139","30807","85.3","25150","25"
"Si Mahosot","ศรีมโหสถ","Prachinburi","13.88167","101.40667","18137","138.6","25190","25"
"Na Di","นาดี","Prachinburi","14.11000","101.78500","48239","41.3","25220","25"
"Mueang Nakhon Nayok","เมืองนครนายก","Nakhon Nayok","14.20361","101.21722","98725","135.6","26000","26"
"Ban Na","บ้านนา","Nakhon Nayok","14.26667","101.06139","67268","173.2","26110","26"
"Ongkharak","องครักษ์","Nakhon Nayok","14.12139","101.00389","58294","119.8","26120","26"
"Pak Phli","ปากพลี","Nakhon Nayok","14.16333","101.26861","24411","47.0","26130","26"
"Khao Chakan","เขาฉกรรจ์","Sa Kaeo","13.65167","102.09667","57016","73.7","27000","27"
"Mueang Sa Kaeo","เมืองสระแก้ว","Sa Kaeo","13.81472","102.07194","107092","58.0","27000","27"
"Aranyaprathet","อรัญประเทศ","Sa Kaeo","13.70083","102.51167","83171","101.3","27120","27"
"Khok Sung","โคกสูง","Sa Kaeo","13.83333","102.61500","25686","58.4","27120","27"
"Watthana Nakhon","วัฒนานคร","Sa Kaeo","13.74778","102.30750","79856","51.1","27160","27"
"Ta Phraya","ตาพระยา","Sa Kaeo","14.00611","102.80583","52284","81.4","27180","27"
"Wang Nam Yen","วังน้ำเย็น","Sa Kaeo","13.49972","102.18194","62059","190.9","27210","27"
"Wang Sombun","วังสมบูรณ์","Sa Kaeo","13.39694","102.19861","35334","92.1","27250","27"
"Khlong Hat","คลองหาด","Sa Kaeo","13.44889","102.29972","35360","84.8","27260","27"
"Phimai","พิมาย","Nakhon Ratchasima","15.22056","102.48583","130296","145.3","30110","30"
"Bua Lai","บัวลาย","Nakhon Ratchasima","15.66278","102.52722","25061","188.3","30120","30"
"Bua Yai","บัวใหญ่","Nakhon Ratchasima","15.58306","102.42306","86776","319.5","30120","30"
"Pak Chong","ปากช่อง","Nakhon Ratchasima","14.71250","101.42194","182588","100.0","30130","30"
"Sikhio","สีคิ้ว","Nakhon Ratchasima","14.89167","101.72333","121356","97.3","30140","30"
"Pak Thong Chai","ปักธงชัย","Nakhon Ratchasima","14.71972","102.02139","115244","83.9","30150","30"
"Non Sung","โนนสูง","Nakhon Ratchasima","15.18000","102.25694","130064","192.1","30160","30"
"Sung Noen","สูงเนิน","Nakhon Ratchasima","14.90000","101.82167","75990","97.1","30170","30"
"Prathai","ประทาย","Nakhon Ratchasima","15.53333","102.72278","77780","127.7","30180","30"
"Chok Chai","โชคชัย","Nakhon Ratchasima","14.73222","102.16306","78449","146.2","30190","30"
"Thepharak","เทพารักษ์","Nakhon Ratchasima","15.30944","101.55056","23279","65.1","30210","30"
"Non Thai","โนนไทย","Nakhon Ratchasima","15.19833","102.06944","74911","138.2","30220","30"
"Phra Thong Kham","พระทองคำ","Nakhon Ratchasima","15.30667","101.98167","44232","123.0","30220","30"
"Chakkarat","จักราช","Nakhon Ratchasima","15.01333","102.41333","66615","132.8","30230","30"
"Chaloem Phra Kiat","เฉลิมพระเกียรติ","Nakhon Ratchasima","15.005","102.271667","33151","130.5","30230","30"
"Huai Thalaeng","ห้วยแถลง","Nakhon Ratchasima","14.99833","102.63833","78581","158.7","30240","30"
"Khon Buri","ครบุรี","Nakhon Ratchasima","14.52333","102.24833","93808","52.2","30250","30"
"Khong","คง","Krung Thep Maha Nakhon","15.441389","102.328611","81484","179.2","30260","30"
"Chum Phuang","ชุมพวง","Nakhon Ratchasima","15.34889","102.74194","81440","150.7","30270","30"
"Lam Thamenchai","ลำทะเมนชัย","Nakhon Ratchasima","15.35333","102.91833","32211","104.4","30270","30"
"Mueang Yang","เมืองยาง","Nakhon Ratchasima","15.42333","102.90167","28501","111.5","30270","30"
"Kham Thale So","ขามทะเลสอ","Nakhon Ratchasima","14.96083","101.94750","28306","139.0","30280","30"
"Kham Sakaesaeng","ขามสะแกแสง","Nakhon Ratchasima","15.32944","102.17083","43365","145.5","30290","30"
"Soeng Sang","เสิงสาง","Nakhon Ratchasima","14.42611","102.46056","68387","53.6","30330","30"
"Ban Lueam","บ้านเหลื่อม","Nakhon Ratchasima","15.60917","102.12944","21480","101.3","30350","30"
"Non Daeng","โนนแดง","Nakhon Ratchasima","15.41083","102.54028","25468","136.5","30360","30"
"Wang Nam Khiao","วังน้ำเขียว","Nakhon Ratchasima","14.41833","101.85000","41485","36.7","30370","30"
"Nong Bun Mak","หนองบุญมาก","Nakhon Ratchasima","14.73972","102.36583","56287","100.0","30410","30"
"Sida","สีดา","Nakhon Ratchasima","15.54250","102.56583","24540","144.3","30430","30"
"Kaeng Sanam Nang","แก้งสนามนาง","Nakhon Ratchasima","15.75000","102.25472","37884","353.2","30440","30"
"Ban Dan","บ้านด่าน","Buriram","15.10722","103.17472","30548","123.4","31000","31"
"Buri Ram","บุรีรัมย์","Buriram","14.994167","103.102222","28283","4695.84","31000","31"
